Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
23/7/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,28.8,39.3,168,348
27/7/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27,35.5,170,340
8/3/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,26.5,34.5,170,318
8/6/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,29,34.5,175,326
8/10/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,30,35.8,169,325
13/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27.8,34,160,310
17/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,30.3,35,165,316
20/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.5,34.3,157,433
24/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.5,34.8,158,438
27/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16.3,32.3,155,462
9/3/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.5,30.8,149,441
9/7/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11.8,29.3,147,426
14/9/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,14.3,30.8,146,432
23/9/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15.8,31.3,158,452
26/9/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16.3,31.5,159,456
10/1/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18,31.3,174,474
10/5/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.3,31.8,172,473
10/8/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20,33.3,186,456
22/10/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.3,33.3,170,417
29/10/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,23.3,33.5,182,420
11/5/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27,33.3,286,582
11/9/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27.8,33.8,289,559
19/11/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,28.8,34.5,264,552
23/11/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27.8,34.3,278,561
26/11/2009,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,29.3,34.8,259,543
1/2/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.6,30,145,295
1/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.3,28.5,133,271
1/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.9,29.2,134,277
1/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,29.3,122,265
19/1/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.1,30.7,129,273
22/1/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.4,28.8,131,276
26/1/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,29.8,118,245
28/1/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,30,131,270
30/1/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.5,27.5,143,290
2/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,28.8,126,254
2/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.2,30.1,132,272
2/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.2,29,134,269
2/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.7,29.6,130,267
2/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.8,29.4,144,291
17/2/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.1,30,134,276
23/2/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.9,29.3,130,270
25/2/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,30.2,136,280
27/2/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,29.6,133,270
3/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.4,31.2,143,286
3/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,30.9,144,285
16/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,30.3,147,292
18/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.6,30.6,141,284
20/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.4,30.9,151,292
23/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.7,30.6,143,296
25/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.8,30.9,140,286
27/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.7,30.2,132,280
30/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,11.6,31.4,148,293
4/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9,28.6,156,320
4/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,28.8,149,316
4/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.8,28.3,158,327
4/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.1,28,158,331
15/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,29.8,148,317
17/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.1,28.2,151,319
20/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.5,27.7,156,326
22/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.8,30.2,161,333
24/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.4,29.3,152,323
27/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.6,30.8,157,367
5/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.5,28.7,160,317
5/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.4,29.6,156,309
5/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.3,29.3,164,329
14/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,29,163,331
18/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.2,30.1,154,319
20/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.3,30.4,160,329
22/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,29.5,141,310
25/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.2,29.6,149,319
27/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.4,28.8,147,323
29/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,29.4,160,320
6/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.2,28.8,161,317
6/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,28.7,159,319
6/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,29.7,159,329
16/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.6,29.3,140,308
18/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.6,28.7,142,288
23/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.1,28.9,149,310
26/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.5,28.5,148,304
30/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.5,27.1,133,271
7/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.1,26.5,114,242
7/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.8,26.9,120,248
7/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,6.7,27.1,116,244
7/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.2,26.2,108,235
14/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.7,25.8,117,247
18/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,6.9,26.4,127,263
21/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.7,27.4,117,249
23/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.1,25.9,113,244
25/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.8,26.7,122,250
28/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.4,28,110,238
8/4/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.1,24.8,130,270
8/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.9,25.4,127,263
8/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,6.8,25.7,136,283
13/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.4,25,116,259
17/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.9,24.4,134,284
19/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8,26,126,263
21/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.1,25.7,132,278
24/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.3,24.6,136,279
26/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.1,25.4,125,262
28/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.8,25.4,125,264
9/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.4,26,119,233
9/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.7,24.5,129,265
9/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,6.9,25.2,117,254
9/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.7,24,135,269
9/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.2,25.7,132,277
15/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.5,26.9,125,265
23/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.7,25.1,130,271
25/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.9,26.7,135,277
28/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.6,27.7,142,282
30/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.8,26,124,267
10/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,28.9,140,287
10/6/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.5,29.1,138,250
10/8/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.3,28.8,142,289
10/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,28.7,136,285
13/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,29.5,140,290
17/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,12.9,32.5,181,304
19/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.7,28.9,133,280
21/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.6,29.3,137,240
27/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.6,28.9,140,258
29/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.6,29.2,142,297
11/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.8,26.8,147,300
11/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,29.5,148,309
11/10/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.6,30.5,142,293
11/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.5,30.2,147,302
14/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.5,29.5,155,314
17/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,30.3,157,314
19/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,29.8,145,301
21/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.4,30.8,137,295
24/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10,31,151,305
26/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.7,29.8,151,309
12/3/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.5,28.8,142,296
12/5/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,29.7,151,304
12/7/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.3,30.5,145,286
12/9/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.8,28.5,145,300
12/11/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.6,27.8,155,312
14/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,11.5,29.1,158,311
17/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,10.3,29.6,146,302
21/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.3,29,137,290
25/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,11.4,28.9,152,305
30/12/2009,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.9,29.5,153,311
1/2/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.4,26.1,109,235
1/6/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.8,25.1,115,236
1/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,25.2,98,213
1/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.9,22.2,88,186
19/1/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.6,24.8,94,208
22/1/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.7,27.5,98,209
26/1/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.9,26.1,98,215
28/1/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,24.8,96,215
30/1/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.7,26.4,84,194
2/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.5,26.3,96,169
2/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.9,26.5,98,207
2/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.7,26.1,102,206
2/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.6,26.1,109,220
2/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.6,26.5,103,208
17/2/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9,25.9,103,212
23/2/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.1,26.9,99,208
25/2/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.5,28.4,104,211
27/2/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.7,24.5,100,209
3/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.1,25,118,245
3/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9,27.2,112,240
16/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,28.9,121,243
18/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.9,26.1,114,242
20/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.8,29.2,106,233
23/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.3,28.5,108,227
25/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,10.5,28.6,110,233
27/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.8,28.5,111,233
30/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.3,28,110,229
4/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.7,25.4,135,290
4/6/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7,25.5,131,285
4/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8,25.5,125,267
4/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.8,26.8,133,282
15/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.3,28.5,134,282
17/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.2,25.5,127,271
20/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.6,27.7,128,276
22/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.6,26.7,136,281
24/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.8,25.8,127,242
27/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.8,26.5,127,288
5/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.9,27.1,130,292
5/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.6,26.2,134,283
5/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7,25.9,133,272
14/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.8,26.6,135,286
18/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.3,27.4,130,290
20/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.9,25.5,129,276
22/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.6,27,133,272
7/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5.9,23.9,95,204
7/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6,24.8,99,215
7/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.3,25.5,87,195
7/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6,25.9,89,205
14/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.7,25.1,96,210
18/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5.8,26,91,234
21/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.6,24.9,91,201
23/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.6,24.7,97,218
25/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.2,25.9,95,209
28/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.2,25.4,102,214
8/4/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.2,23.3,98,200
8/6/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5.7,24.3,97,218
8/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6,23.9,93,196
13/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.3,25.2,101,206
17/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6,24.6,97,211
19/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5.7,23.8,89,212
21/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.3,22.9,93,200
24/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5.7,23.4,105,217
26/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,5,24.7,101,205
28/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.2,25.3,97,224
9/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.9,23.3,112,233
9/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.3,22.7,100,236
9/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.4,24.6,105,215
9/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7,22.8,107,227
9/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.6,24.9,104,219
15/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.2,24.8,117,236
23/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.9,25.2,109,223
25/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.6,20.7,111,230
28/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.7,25.7,117,248
30/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6,25.5,111,221
10/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.7,25.5,114,244
10/6/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.9,25.8,114,244
10/8/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.9,26.2,110,232
10/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.2,25.6,111,237
13/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.4,26.9,110,238
17/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,11,30.6,147,277
19/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.3,26.8,110,233
21/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.2,26.5,108,231
27/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.6,26,104,225
29/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.4,26,114,253
11/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.6,26.8,128,264
11/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.1,28.3,130,269
11/10/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.8,28.2,123,256
11/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.7,27.2,127,263
14/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9,27.7,129,268
17/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.2,28.2,135,277
19/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,7.9,27.8,123,262
21/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.7,29,120,249
24/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.9,28.3,131,272
26/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.1,28.5,132,273
12/3/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.2,27,131,261
12/5/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.7,28,133,264
12/7/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.4,28.8,126,254
12/9/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.8,28.7,129,263
12/11/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,6.8,22.8,131,269
14/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8.4,25.3,131,268
17/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8,28.9,126,265
21/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9.2,29.3,136,273
25/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,8,29.2,130,269
30/12/2009,Uttar Pradesh,Jhansi,Veeranga Nagar,Residential and others,9,28.8,135,274
1/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.2,38.8,279,586
1/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.4,37.1,253,584
17/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.7,36.1,257,571
21/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.9,37.4,263,575
24/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.7,36.4,268,595
28/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.6,29.2,219,512
31/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.8,38.5,248,525
2/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,29.9,250,538
2/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.6,41.2,234,512
2/11/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.8,40.4,260,582
18/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.4,34.6,264,582
21/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,35.5,242,550
25/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.9,36.6,236,536
3/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.7,24.4,214,506
3/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.8,34.9,251,547
18/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,29.5,227,499
21/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.7,37.5,245,553
25/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,31.2,228,526
28/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.3,34.1,231,518
4/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.7,36.1,236,548
4/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.5,30.6,234,510
4/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,30.9,224,503
15/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.7,29.8,265,580
18/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.2,36.2,241,545
22/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10,33.9,234,554
25/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,33,237,548
5/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,NA,NA,240,509
5/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.3,32.6,230,516
13/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.7,38.6,207,490
